Date,Open,High,Low,Close,Adj Close,Volume
2021-09-09,40.279999,41.099998,39.930000,40.320000,40.320000,1367800
2021-09-10,40.750000,41.189999,39.840000,39.840000,39.840000,1314900
2021-09-13,40.240002,41.930000,39.500000,41.869999,41.869999,1340100
2021-09-14,41.730000,41.799999,40.810001,41.580002,41.580002,1008400
2021-09-15,41.360001,42.580002,40.869999,42.430000,42.430000,1070300
2021-09-16,42.439999,43.119999,41.930000,42.070000,42.070000,780400
2021-09-17,42.009998,43.189999,42.009998,42.919998,42.919998,1842000
2021-09-20,41.880001,42.840000,41.389999,42.840000,42.840000,1304900
2021-09-21,43.220001,43.910000,42.160000,42.169998,42.169998,955400
2021-09-22,42.630001,43.450001,42.430000,43.009998,43.009998,791600
2021-09-23,43.299999,44.700001,43.299999,44.160000,44.160000,807700
2021-09-24,44.000000,45.099998,43.930000,44.270000,44.270000,921500
2021-09-27,44.770000,45.970001,44.320000,45.360001,45.360001,1255600
2021-09-28,45.310001,46.110001,44.509998,44.580002,44.580002,1065100
2021-09-29,44.700001,44.880001,42.529999,42.570000,42.570000,1043900
2021-09-30,42.570000,42.930000,41.439999,42.500000,42.500000,841100
2021-10-01,43.169998,45.669998,43.020000,45.590000,45.590000,2456200
2021-10-04,45.759998,45.880001,44.230000,44.290001,44.290001,1022900
2021-10-05,44.450001,44.529999,43.090000,43.599998,43.599998,2174100
2021-10-06,42.990002,44.840000,42.430000,44.330002,44.330002,1098000
2021-10-07,44.540001,45.119999,43.330002,43.730000,43.730000,900700
2021-10-08,43.549999,44.180000,42.950001,42.970001,42.970001,841700
2021-10-11,42.830002,43.980000,42.689999,43.509998,43.509998,535600
2021-10-12,43.590000,44.570000,43.430000,44.320000,44.320000,734200
2021-10-13,44.270000,44.500000,43.049999,43.540001,43.540001,681700
2021-10-14,43.950001,44.360001,43.529999,43.849998,43.849998,628300
2021-10-15,44.330002,45.200001,43.680000,43.700001,43.700001,497200
2021-10-18,43.270000,43.540001,42.110001,42.930000,42.930000,692800
2021-10-19,43.020000,43.320000,42.020000,42.049999,42.049999,984900
2021-10-20,41.919998,44.849998,41.619999,44.330002,44.330002,1948300
2021-10-21,44.520000,45.970001,44.330002,45.369999,45.369999,1168700
2021-10-22,45.320000,46.040001,44.849998,45.299999,45.299999,831700
2021-10-25,45.230000,47.009998,45.230000,46.180000,46.180000,1452700
2021-10-26,46.709999,47.000000,45.459999,46.200001,46.200001,1466000
2021-10-27,44.250000,44.900002,41.119999,42.299999,42.299999,4026200
2021-10-28,42.419998,42.419998,40.020000,40.389999,40.389999,2928900
2021-10-29,40.389999,41.930000,40.040001,41.130001,41.130001,2244800
2021-11-01,41.139999,42.360001,41.080002,41.490002,41.490002,2469500
2021-11-02,41.259998,42.020000,40.750000,41.970001,41.970001,911600
2021-11-03,41.740002,43.459999,41.650002,43.369999,43.369999,1203100
2021-11-04,43.540001,43.810001,42.450001,42.500000,42.500000,1393900
2021-11-05,45.650002,46.410000,43.290001,44.130001,44.130001,1647000
2021-11-08,44.290001,45.090000,43.830002,44.330002,44.330002,1834400
2021-11-09,43.770000,44.570000,42.730000,43.060001,43.060001,1160400
2021-11-10,42.660000,43.470001,41.689999,42.009998,42.009998,911100
2021-11-11,41.930000,42.150002,41.130001,41.299999,41.299999,864300
2021-11-12,41.180000,41.380001,40.240002,40.580002,40.580002,1171300
2021-11-15,40.380001,44.279999,40.310001,43.560001,43.560001,3206100
2021-11-16,43.630001,43.630001,42.110001,43.160000,43.160000,1366300
2021-11-17,42.599998,43.000000,41.119999,41.619999,41.619999,1385500
2021-11-18,41.720001,42.669998,40.750000,42.500000,42.500000,1905300
2021-11-19,41.799999,42.119999,40.470001,40.740002,40.740002,1953300
2021-11-22,41.090000,41.139999,39.430000,39.500000,39.500000,1650800
2021-11-23,40.369999,40.709999,39.470001,40.070000,40.070000,1303300
2021-11-24,39.799999,40.980000,39.299999,39.990002,39.990002,995900
2021-11-26,37.689999,38.349998,35.970001,38.290001,38.290001,2483900
2021-11-29,39.290001,39.389999,37.029999,37.639999,37.639999,1792900
2021-11-30,36.840000,37.840000,36.009998,36.570000,36.570000,3986700
2021-12-01,38.130001,38.970001,36.090000,36.119999,36.119999,2252400
2021-12-02,36.410000,38.250000,36.259998,37.869999,37.869999,2777200
2021-12-03,38.130001,38.240002,36.000000,36.660000,36.660000,1752100
2021-12-06,37.279999,38.830002,36.869999,37.990002,37.990002,2220800
2021-12-07,38.820000,40.049999,38.259998,38.570000,38.570000,1142500
2021-12-08,38.709999,40.459999,38.709999,39.779999,39.779999,1082600
2021-12-09,39.220001,39.619999,38.750000,38.880001,38.880001,652300
2021-12-10,39.160000,39.209999,38.369999,38.580002,38.580002,845900
2021-12-13,38.080002,38.220001,36.950001,37.380001,37.380001,1383600
2021-12-14,37.439999,38.139999,37.029999,37.200001,37.200001,1311700
2021-12-15,38.500000,39.060001,37.000000,38.570000,38.570000,2639000
2021-12-16,38.980000,40.220001,38.139999,38.730000,38.730000,3015000
2021-12-17,39.840000,40.480000,38.990002,40.230000,40.230000,2937100
2021-12-20,39.070000,40.439999,38.799999,40.180000,40.180000,1590900
2021-12-21,40.419998,42.770000,40.369999,42.580002,42.580002,2185600
2021-12-22,42.730000,43.560001,42.570000,43.259998,43.259998,1107300
2021-12-23,43.599998,44.139999,42.939999,43.090000,43.090000,766900
2021-12-27,42.669998,43.160000,42.400002,42.860001,42.860001,822000
2021-12-28,42.689999,43.610001,42.200001,42.869999,42.869999,759400
2021-12-29,42.380001,42.709999,41.970001,42.259998,42.259998,930200
2021-12-30,42.360001,42.919998,42.180000,42.279999,42.279999,593000
2021-12-31,41.919998,42.610001,41.709999,42.580002,42.580002,1014600
2022-01-03,43.139999,44.700001,43.139999,43.709999,43.709999,1473400
2022-01-04,44.259998,45.099998,43.709999,43.790001,43.790001,1429300
2022-01-05,43.720001,44.320000,42.400002,42.450001,42.450001,1403600
2022-01-06,42.480000,43.470001,42.139999,43.119999,43.119999,985600
2022-01-07,43.220001,44.270000,42.980000,43.759998,43.759998,1236400
2022-01-10,43.750000,43.750000,42.380001,42.740002,42.740002,1225400
2022-01-11,42.450001,43.599998,42.430000,43.220001,43.220001,931300
2022-01-12,43.400002,43.450001,42.009998,42.189999,42.189999,1059200
2022-01-13,42.259998,42.520000,41.369999,41.549999,41.549999,1034200
2022-01-14,41.500000,41.799999,39.840000,40.680000,40.680000,1429500
2022-01-18,41.990002,41.990002,40.380001,40.490002,40.490002,1200100
2022-01-19,40.470001,40.959999,40.000000,40.049999,40.049999,1001700
2022-01-20,40.200001,41.880001,40.009998,40.090000,40.090000,1319100
2022-01-21,39.700001,40.290001,38.680000,39.080002,39.080002,1362400
2022-01-24,38.000000,38.959999,36.320000,38.810001,38.810001,1774700
2022-01-25,38.000000,38.950001,37.290001,38.459999,38.459999,1418500
2022-01-26,39.209999,40.029999,37.810001,37.990002,37.990002,1203500
2022-01-27,38.529999,39.299999,37.349998,37.430000,37.430000,1514500
2022-01-28,37.110001,38.610001,36.630001,38.580002,38.580002,1370300
2022-01-31,38.580002,39.500000,37.779999,39.490002,39.490002,1118100
2022-02-01,39.849998,41.799999,39.560001,41.310001,41.310001,2886100
2022-02-02,41.099998,41.730000,40.330002,40.650002,40.650002,1079100
2022-02-03,39.970001,40.939999,39.880001,39.950001,39.950001,847900
2022-02-04,40.360001,41.299999,39.820000,41.020000,41.020000,648800
2022-02-07,41.240002,41.919998,40.779999,41.619999,41.619999,733200
2022-02-08,41.860001,43.250000,41.540001,43.070000,43.070000,1021500
2022-02-09,43.500000,44.869999,43.459999,44.840000,44.840000,1522700
2022-02-10,44.869999,47.240002,44.470001,45.169998,45.169998,2733400
2022-02-11,45.049999,46.270000,43.560001,44.110001,44.110001,1821100
2022-02-14,44.320000,45.500000,44.200001,44.279999,44.279999,1253300
2022-02-15,45.389999,46.340000,45.310001,46.189999,46.189999,1225300
2022-02-16,45.490002,47.200001,45.389999,46.759998,46.759998,1431100
2022-02-17,46.279999,46.650002,45.099998,45.599998,45.599998,1163200
2022-02-18,45.340000,46.139999,44.439999,44.779999,44.779999,1375000
2022-02-22,44.570000,45.240002,43.540001,44.060001,44.060001,1335200
2022-02-23,44.560001,45.000000,43.110001,43.380001,43.380001,1793800
2022-02-24,40.919998,45.910000,40.799999,45.590000,45.590000,3694000
2022-02-25,46.000000,46.590000,43.369999,44.970001,44.970001,3333800
2022-02-28,44.480000,45.320000,43.400002,43.660000,43.660000,2613500
2022-03-01,43.250000,43.340000,41.389999,41.610001,41.610001,2237100
2022-03-02,42.150002,43.549999,41.970001,43.189999,43.189999,2022600
2022-03-03,43.490002,43.730000,41.299999,41.689999,41.689999,1382500
2022-03-04,42.779999,42.779999,40.930000,41.160000,41.160000,1861700
2022-03-07,41.200001,41.270000,36.549999,36.639999,36.639999,1995400
2022-03-08,37.180000,40.060001,35.919998,38.830002,38.830002,2269600
2022-03-09,39.869999,41.200001,39.529999,39.570000,39.570000,1099000
2022-03-10,38.590000,40.169998,38.549999,39.500000,39.500000,1211900
2022-03-11,39.849998,40.939999,39.410000,40.459999,40.459999,1361900
2022-03-14,40.189999,41.450001,39.320000,39.660000,39.660000,1373400
2022-03-15,40.250000,41.060001,39.549999,40.090000,40.090000,1102800
2022-03-16,40.849998,42.869999,40.599998,42.709999,42.709999,1572600
2022-03-17,41.990002,43.000000,41.889999,42.860001,42.860001,1053000
2022-03-18,42.560001,43.290001,42.119999,42.700001,42.700001,2004900
2022-03-21,42.630001,43.799999,42.130001,43.770000,43.770000,1792200
2022-03-22,43.810001,44.820000,43.480000,43.950001,43.950001,1138800
2022-03-23,43.830002,44.169998,42.810001,43.049999,43.049999,1159200
2022-03-24,43.150002,43.279999,42.450001,43.169998,43.169998,1246000
2022-03-25,43.250000,43.930000,42.930000,43.349998,43.349998,929900
2022-03-28,43.349998,43.619999,42.330002,42.770000,42.770000,809700
2022-03-29,43.680000,44.000000,42.869999,43.680000,43.680000,1526400
2022-03-30,43.610001,44.119999,43.470001,43.660000,43.660000,1001400
2022-03-31,43.369999,44.599998,43.240002,43.500000,43.500000,1156800
2022-04-01,43.759998,44.000000,42.349998,42.509998,42.509998,980100
2022-04-04,42.560001,42.590000,41.570000,41.860001,41.860001,956300
2022-04-05,42.090000,42.580002,40.669998,40.700001,40.700001,1520500
2022-04-06,40.009998,40.330002,38.520000,38.790001,38.790001,1509100
2022-04-07,38.770000,38.869999,37.369999,38.680000,38.680000,1770900
2022-04-08,38.520000,39.060001,37.720001,38.849998,38.849998,1507800
2022-04-11,38.430000,39.720001,38.380001,38.930000,38.930000,1252100
2022-04-12,39.630001,40.450001,39.139999,39.470001,39.470001,1060200
2022-04-13,39.990002,41.110001,39.990002,40.770000,40.770000,1330200
